web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1557300516-2703","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WileyPsychology","Wiley Psychology","Mindfulness‐based cognitive therapy for patients with chronic, treatment‐resistant depression: A pragmatic randomized controlled trial; #OpenAccess article in Depression and Anxiety http://ow.ly/Y5L730lClt2  #depression","1","8","16","1535639417000","7:30 AM - 30 Aug 2018","/WileyPsychology/status/1035172862439682048"
"1557300516-3412","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NationalCouncil","National Council","An increasing number of people may b turning 2 their primarycare docs 2 get treatment 4 #anxiety & #depression http://abcn.ws/nMZaWt  @miller7","1","1","1","1317050217000","8:16 AM - 26 Sep 2011","/NationalCouncil/status/118343304751480832"
"1557300516-3227","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@doccogpsych","Cognitive Psychiatry","#Depression can often be successfully treated w/out medication. Self-help resources or a therapist are often sufficient treatment.","3","3","3","1423969620000","7:07 PM - 14 Feb 2015","/doccogpsych/status/566795786965377026"
"1557300516-3304","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OECD","OECD  ➡️ Better policies for better lives","56.3% of people w/#depression do not receive appropriate treatment http://bit.ly/U0xC1K  #OECD report mental healthpic.twitter.com/yloCX72KDb","2","84","19","1404815035000","3:23 AM - 8 Jul 2014","/OECD/status/486455633068425216"
"1557300516-3099","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DBSAlliance","DBSA","For those with #depression and #bipolar disorder, addressing sleep is important area for treatment. http://bit.ly/1hbiHNs  @MediaplanetUSA","","3","3","1444255208000","3:00 PM - 7 Oct 2015","/DBSAlliance/status/651879708053762048"
"1557300516-3262","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@FamilyAware","Depression Awareness","Approximately 10% of #teens experienced major #depression in 2013, but only a third of them received #treatment. http://conta.cc/1teVXfp","1","22","4","1416850857000","9:40 AM - 24 Nov 2014","/FamilyAware/status/536937527484383232"
"1557300516-2864","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JClinPsychiatry","J Clin Psychiatry","#Panic disorder is associated with greater experience of side effects & worse treatment response in #depression. http://buff.ly/2tjsFo5 pic.twitter.com/RgzLlNJ3tp","","8","14","1499372286000","1:18 PM - 6 Jul 2017","/JClinPsychiatry/status/883057488278499329"
"1557300516-3428","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@1800homeopathy","1800homeopathy","RT @SuttonCHN: Clinical improvement in 71% of patients with #depression after homeopathic treatment http://bit.ly/aAM0QT #homeopathy","","13","","1288883016000","8:03 AM - 4 Nov 2010","/1800homeopathy/status/29674336020"
"1557300516-2645","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DrAdrienneMeier","Dr. Adrienne Meier","Sometimes it's hard to know how to support #family or #friends struggling with #depression. Here are some tips:

Educate yourself
Encourage #treatment
Learn #suicide warning signs
Be present & listen
#Selfcare

 #MentalHealth #wellness #ThursdayThoughtshttp://ow.ly/18zi30k9qtl","1","15","23","1551375015000","9:30 AM - 28 Feb 2019","/DrAdrienneMeier/status/1101172743389757442"
"1557300516-2995","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JClinPsychiatry","J Clin Psychiatry","Comparison of #NeuroStar and #Magstim systems for treatment of #depression. http://buff.ly/2aogBIB 
#rTMSpic.twitter.com/FCUCySsu3O","1","5","8","1468934287000","6:18 AM - 19 Jul 2016","/JClinPsychiatry/status/755391269313052672"
"1557300516-2611","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@SS_Final","D.I.A.D.","Here' an interesting article about #depression http://www.everydayhealth.com/depression/guide/ …","","","","1557136328000","2:52 AM - 6 May 2019","/SS_Final/status/1125337442700148736"
"1557300516-3024","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@macmillanpress","Macmillan Press","Press release: #Cancer patients with #depression ‘struggle to get their lives back after treatment’ #MHAW16pic.twitter.com/VrSNUqnYn7","","21","10","1463484532000","4:28 AM - 17 May 2016","/macmillanpress/status/732533339387662337"
"1557300516-3241","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@HealthyPlace","HealthyPlace","Should Others Have Input In Your #MentalHealth Treatment? http://ow.ly/HhrXe  #anxiety #bipolar #depression #borderline #mhchat #mhsm","","3","6","1421546456000","6:00 PM - 17 Jan 2015","/HealthyPlace/status/556632298326880256"
"1557300516-2652","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AnnaKaminsky1","Anna Kaminsky","High occupational status linked to poor response to depression treatment http://bit.ly/2SH57Zw  #depression #mentalhealth","","15","6","1549973952000","4:19 AM - 12 Feb 2019","/AnnaKaminsky1/status/1095296260590968832"
"1557300516-2862","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@KurdyakP","Paul Kurdyak","Important #depression treatment resistance study: augmentation slightly better than switching, but 3/4 don't respond http://ja.ma/2uaB5Rz","1","15","12","1499892399000","1:46 PM - 12 Jul 2017","/KurdyakP/status/885238999912247296"
"1557300516-3393","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AUB_Lebanon","AUB","New treatment for #depression at #AUBMC Transcranial Magnetic Stimulation #TMS http://www.aub.edu.lb/news/2012/Pages/aubmc-tms.aspx …","","3","1","1339391262000","10:07 PM - 10 Jun 2012","/AUB_Lebanon/status/212048438274162690"
"1557300516-2877","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@PROJECT375","PROJECT 375","60% of youth with #depression do not receive #treatment.
#ChildrensMentalHealth","","13","15","1493950509000","7:15 PM - 4 May 2017","/PROJECT375/status/860316910042435584"
"1557300516-2820","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@harrington1451","Richard Harrington SDP","the more people talk about #mentalhealth, the more sufferers will see they aren't alone in their treatment #sicknotweak #depression","1","19","39","1507925274000","1:07 PM - 13 Oct 2017","/harrington1451/status/918931322235695104"
"1557300516-2832","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JAMAInternalMed","JAMA Internal Medicine","An RCT To Improve Adherence to #Depression Treatment in Primary Care http://ja.ma/2fBp7uM","1","34","12","1506592801000","3:00 AM - 28 Sep 2017","/JAMAInternalMed/status/913342522390433792"
"1557300516-3365","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DrJaneChi","Jane Doe, MD","One treatment for #depression is cognitive behavioral therapy. I recommend David Burns's book Feeling Good for self treatment.","2","3","9","1362022634000","7:37 PM - 27 Feb 2013","/DrJaneChi/status/306971293834702848"
"1557300516-3011","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@TLLLFoundation","TLLLFoundation","An interesting animated #video on the causes, symptoms & treatment of #depression. #YouAreNotAlone http://bit.ly/1mojY77","1","16","23","1465728856000","3:54 AM - 12 Jun 2016","/TLLLFoundation/status/741946717638000641"
"1557300516-3122","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@THEMMEXCHANGE","MME","Marijuana For Depression:  Study Reveals Drug As Viable Treatment 

http://www.inquisitr.com/1825665/marijuana-for-depression-new-study-reveals-drug-as-viable-treatment/ … #depression #MME #cannabispic.twitter.com/Y5udvXJ0Wr","1","58","41","1440784600000","10:56 AM - 28 Aug 2015","/THEMMEXCHANGE/status/637322923263463424"
"1557300516-3310","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NIMHgov","Mental Health NIMH","Remind your loved one that with time and treatment, the #depression will lift.  #NIMHchats","1","17","12","1402426541000","11:55 AM - 10 Jun 2014","/NIMHgov/status/476437562199113728"
"1557300516-2959","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@billstewart61","Bill Stewart","#Depression in #Cats, Symptoms and Treatment http://buff.ly/2dgNNlC pic.twitter.com/P68KDYyZOF","","18","32","1476097100000","3:58 AM - 10 Oct 2016","/billstewart61/status/785434283825631232"
"1557300516-2671","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MentalHealthAm","Mental Health America","A4: The quality of the food you eat can impact your overall physical and mental health. Eating more whole foods while eating less unhealthy processed foods can be an effective treatment strategy for #depression. [http://bit.ly/2Gk1OCn ] #SaludTuespic.twitter.com/yeKgIOLja7","","12","16","1545157742000","10:29 AM - 18 Dec 2018","/MentalHealthAm/status/1075095611500826624"
"1557300516-3362","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DrJaneChi","Jane Doe, MD","If you think you might be depressed, you probably are. You deserve help, support & treatment. #depression","","6","1","1365169652000","6:47 AM - 5 Apr 2013","/DrJaneChi/status/320170843219062784"
"1557300516-3320","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CAMHnews","CAMH","New study led by CAMH's Dr. Fang Liu shows nasal spray delivers new type of #depression treatment: http://ow.ly/uU9a5","","14","2","1395675099000","8:31 AM - 24 Mar 2014","/CAMHnews/status/448119962138574849"
"1557300516-2725","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MAPS","MAPS","""A large group of Brazilian scientists carried out the first randomized placebo-controlled trial with #ayahuasca in 29 patients with treatment-resistant #depression, and the results are encouraging."" —http://Chacruna.net  http://bit.ly/2K7pQ0W","2","33","70","1529601997000","10:26 AM - 21 Jun 2018","/MAPS/status/1009850086942113792"
"1557300516-3274","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ConquerWorry","ConquerWorry™","Discovery of Mixed Brain Signals in #Depression Points Toward New Treatment Strategies: https://bbrfoundation.org/brain-matters-discoveries/discovery-of-mixed-brain-signals-in-depression-points-toward-new-treatment#.VDXXFj_N1Hs.twitter …","1","5","6","1412814699000","5:31 PM - 8 Oct 2014","/ConquerWorry/status/520008656373301248"
"1557300516-2658","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CTV_AvisFavaro","Avis Favaro","What good is a treatment to treat #depression & #anxiety if the people who need it can't get it? The Canadian story of #rTMS tonight on @CTVNationalNews  with @LisaLaFlammeCTV #BellLetsTalk","12","24","53","1548714836000","2:33 PM - 28 Jan 2019","/CTV_AvisFavaro/status/1090015142606262272"
"1557300516-3355","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Medscape","Medscape","Neuroimaging may predict the best #depression treatment http://bit.ly/13VfVQe","","6","6","1371500231000","1:17 PM - 17 Jun 2013","/Medscape/status/346723216515026944"
"1557300516-2685","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DrRiehl","Megan E. Riehl","Multidisciplinary care is essential and IBD care! Your treatment team needs to know about your #mood symptoms just as importantly as they need to know about your physical symptoms! #gastropsych #IBD #anxiety #depression #chronicillnesshttps://twitter.com/IBDJournal/status/1059144706897125377 …","1","8","23","1541424186000","5:23 AM - 5 Nov 2018","/DrRiehl/status/1059435942786842624"
"1557300516-3007","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","Treatment of #vitaminD deficiency in ppl with #depression may be an easy n cost-effective therapy researchers say: http://bit.ly/1sxH6w4","1","7","7","1466384827000","6:07 PM - 19 Jun 2016","/OrganicLiveFood/status/744698059381170176"
"1557300516-3213","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MME_MIAMI","MME","Marijuana Effective Treatment for Depression

#cannabis #depression #health #medical #medicalmarijuana #marijuanapic.twitter.com/Ft6BBYWrZ9","","1","4","1426312959000","11:02 PM - 13 Mar 2015","/MME_MIAMI/status/576624463170695168"
"1557300516-3012","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NAMICommunicate","NAMI","Teen #depression treatment is an increasingly thorny issue @TIMEHealth    http://ti.me/1U08Ood  via","","18","20","1465509620000","3:00 PM - 9 Jun 2016","/NAMICommunicate/status/741027172874375174"
