,%Strength,Class,Pretend,care,created_at,date,daughter,description,df,draw,eat,educ,famili,favorite_count,followers_count,friends_count,haha,health,hello,help,id,id_str,ill,impress,let,listed_count,location,love,lunch,mayb,peopl,pictur,rent,retweet_count,retweeted,rock,shes,statuses_count,text,that,time,time_zone,toe,trentreznor,umbrella,user,wanna,watch
42,76.12945437431335,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,These are random thoughts had in the shower.,0,0.07513342052698135,,,0.043166305869817734,0,1455,0,,,,,1110552883353845760,1110552883353845760,,,,2,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,11696,"A small, mildly depressing thing about getting older is how much further you have to scroll down when selecting you… https://t.co/rV1RQ1iEY2",,,,0.02714640274643898,,0.06668082624673843,ShowerThoughtz1,,
43,64.0829086303711,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,"A wise man said: When knowledge increases, loquacity decreases.",0,0.07513342052698135,,,0.043166305869817734,0,57,134,,,,,1110552883328622592,1110552883328622592,,,,1,Canada,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,611,RT @NickMurray91: The family of a man killed by the RCMP say the Mounties' failure to invest in recruiting Inuktitut-speaking officers is p…,,,,0.02714640274643898,,0.06668082624673843,mn9332,,
44,68.64373683929443,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,ʟɪsᴀ | ᴛᴀᴇʜʏᴜɴɢ | ᴊᴜɴɢᴋᴏᴏᴋ | ʏᴏᴏɴɢɪ | ᴊɪᴍɪɴ | ⚠️ ᴅᴏɴ'ᴛ ᴛᴏᴜᴄʜ ᴍʏ ʟɪsᴀ 🎞ʟᴀʟᴀʟᴀʟɪsᴀ_ᴍ ɪɢ ᴜᴘᴅᴀᴛᴇ 🔪💔,0,0.07513342052698135,,,0.043166305869817734,0,67,450,,,,,1110552883689213954,1110552883689213954,,,,1, 🌟리사 블랙핑크 🔗 방탄소년단 🌕,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,34637,RT @__J_Superman: So many people have messsged me saying that Lisa has helped me come out of depression and be happy &amp; honeslty that makes…,,,,0.02714640274643898,,0.06668082624673843,KKKJJPPL,,
45,58.275288343429565,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,383,519,,,,,1110552883940995073,1110552883940995073,,,,0,"O'Fallon, Illinois",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,6791,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,kimmiekloppy,,
46,33.33333432674408,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,@EUTHanbin in the houseeee| @EUTkUmji,0,0.07513342052698135,,,0.043166305869817734,0,256,360,,,,,1110552884259618816,1110552884259618816,,,,1,hwasa 💘💓💞💖💝💕💗,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,6156,aAAAaA im sad,,,,0.02714640274643898,,0.06668082624673843,EUTMina_,,
47,90.32948017120361,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,Equities trader New York Stock Exchange,0,0.07513342052698135,,,0.043166305869817734,0,733,4770,,,,,1110552884402372608,1110552884402372608,,,,10,"Boston, MA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,3788,RT @PipsToDollars: Consumer confidence falls in March in another sign of economic anxiety  https://t.co/piuDP7T3ty,,,,0.02714640274643898,,0.06668082624673843,BostonGoody,,
48,72.02338576316833,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,I write stuff. I say stuff. Author of Christian Control Freak Blog. 1/2 of #SaveTheDateShow #BlackLivesMatter ΔΣΘ Insta/YT Hopelessfromantic,0,0.07513342052698135,,,0.043166305869817734,0,3733,1429,,,,,1110552885149007872,1110552885149007872,,,,127,Louisville/ATL/Orlando area,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,148041,"RT @Lynda_Ra3: My son just asked me how difficult the Great Depression was for me and how did I manage. 

I hate this nigga.",,,,0.02714640274643898,,0.06668082624673843,ImaniOrWhatever,,
49,58.26835036277771,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,aries • fitness • recovery • justin💕,0,0.07513342052698135,,,0.043166305869817734,0,447,418,,,,,1110552885119447040,1110552885119447040,,,,8,Cali ,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,18434,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,stunningsandra,,
50,54.81634736061096,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,|M💛| 7.24|,0,0.07513342052698135,,,0.043166305869817734,0,329,237,,,,,1110552885664849920,1110552885664849920,,,,1,"Chelsea, MA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,3222,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,egmp_,,
51,58.27175974845886,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,beyond blessed 💙💛,0,0.07513342052698135,,,0.043166305869817734,0,419,209,,,,,1110552885849284608,1110552885849284608,,,,0,hurados,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,11551,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,jannicolesa_,,
52,58.27678442001343,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,"Soldier in GunnsArmy. We won't quit till the job is done. And probably not even then(we're kinda a-holes like that).

March 15th 2019
MISSION ACCOMPLISHED!!!!",0,0.07513342052698135,,,0.043166305869817734,0,102,423,,,,,1110552886373543937,1110552886373543937,,,,2,I'm at where I'm at...,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,5050,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,rtbstrd1331,,
53,64.07662630081177,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,—보라해💜,0,0.07513342052698135,,,0.043166305869817734,0,15,26,,,,,1110552886214156289,1110552886214156289,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1315,RT @anneeeeyyyy: What do you wear to sleep? — I wear sadness &amp; disappointments. Also doubts &amp; what ifs. https://t.co/8EYhNdTBDj,,,,0.02714640274643898,,0.06668082624673843,rchllbacayo,,
54,64.24190402030945,Prescriptive,,,Tue Mar 26 14:43:35 +0000 2019,0.07279601693153381,0.06050962209701538,The melodramatic saga of a libtard with her cat and mini van,0,0.07513342052698135,,,0.043166305869817734,0,90,189,,,,,1110552886285496320,1110552886285496320,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1485,RT @sleepyIatina: this is literally sofia on the freeway https://t.co/1EKYOlCHKX,,,,0.02714640274643898,,0.06668082624673843,soupinbag,,
55,33.33333432674408,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,522,495,,,,,1110552887472455681,1110552887472455681,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1110,This one's for you! 🌸,,,,0.02714640274643898,,0.06668082624673843,thekimpy,,
56,89.60527181625366,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,Extremely Black. Incredibly Southern.,0,0.07513342052698135,,,0.043166305869817734,0,436,380,,,,,1110552887116132354,1110552887116132354,,,,6,"Brooklyn, NY",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,36371,Like I cut most of my hair off but it was dead damaged depression hair. I really had nothing to lose. But for someo… https://t.co/Gy2y2z2IOX,,,,0.02714640274643898,,0.06668082624673843,__DearPrudence_,,
57,54.797351360321045,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,Omae wa mō shin de iru,0,0.07513342052698135,,,0.043166305869817734,0,1290,369,,,,,1110552888273559553,1110552888273559553,,,,5,"Johor Bahru, Johor",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,41932,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,httpsIrfn_,,
58,33.33333432674408,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,"☆°• Sᴇʀ•ᴇɴ•ᴅɪᴘ•ɪ•ᴛʏ •°☆



                          
(n) finding something good without looking for it",0,0.07513342052698135,,,0.043166305869817734,0,86,183,,,,,1110552888022089730,1110552888022089730,,,,1,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,5147,RT @eyeronicmuch: i am very sad about this https://t.co/yQYL54zppQ,,,,0.02714640274643898,,0.06668082624673843,babuHoseok,,
59,54.845982789993286,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,s.c juaan_o,0,0.07513342052698135,,,0.043166305869817734,0,126,117,,,,,1110552888529616896,1110552888529616896,,,,0,"Clarksville, AR",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,939,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,jcoe27_,,
60,66.60563349723816,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,266,208,,,,,1110552888705761280,1110552888705761280,,,,7,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2707,jk slept thru my appt and now im sad.,,,,0.02714640274643898,,0.06668082624673843,inaritomi,,
61,54.836732149124146,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,90,260,,,,,1110552889288806401,1110552889288806401,,,,0,"Oceanside, NY",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,3494,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,rsmithhh_,,
62,33.33333432674408,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,stay hydrated 💙 ryuddaeng x momoring,0,0.07513342052698135,,,0.043166305869817734,0,98,58,,,,,1110552889909338112,1110552889909338112,,,,0,모모,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1290,i'm sad please comflirt me :D,,,,0.02714640274643898,,0.06668082624673843,neirshatan,,
63,50.27397274971008,Prescriptive,,,Tue Mar 26 14:43:36 +0000 2019,0.07279601693153381,0.06050962209701538,ลิลลี่ของพี่ลิสซ่า💜💛,0,0.07513342052698135,,,0.043166305869817734,0,26,174,,,,,1110552890794377216,1110552890794377216,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,3436,RT @_fluffylisa: tearing up omg why this is so sad 😭 I love Lisa so much everyone #AceLalisaDay https://t.co/8oPSP5s7fI,,,,0.02714640274643898,,0.06668082624673843,lala30317811,,
64,58.275508880615234,Prescriptive,,,Tue Mar 26 14:43:37 +0000 2019,0.07279601693153381,0.06050962209701538,Commonly referred to as-The one with the difficult name and No it isn't Japanese. Twitter is my rant blog.,0,0.07513342052698135,,,0.043166305869817734,0,360,807,,,,,1110552891889209344,1110552891889209344,,,,2,Riyadh,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2412,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,Sreyoshi910,,
65,78.00371646881104,Prescriptive,,,Tue Mar 26 14:43:37 +0000 2019,0.07279601693153381,0.06050962209701538,"im not perfect, but my hair is.",0,0.07513342052698135,,,0.043166305869817734,0,133,79,,,,,1110552892304326656,1110552892304326656,,,,0,"Busan, Republic of Korea",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,10674,RT @bukhariawesome: Everyone who played this grew up to have anxiety and the obsessive need to please everyone. https://t.co/ed53998XCz,,,,0.02714640274643898,,0.06668082624673843,_haziqmahadzir,,
66,92.02548265457153,Prescriptive,,,Tue Mar 26 14:43:37 +0000 2019,0.07279601693153381,0.06050962209701538,bts stan forever.and you cant change my mind.they show me i have reasons i should love myself,0,0.07513342052698135,,,0.043166305869817734,0,432,592,,,,,1110552892786634752,1110552892786634752,,,,1,"Kuala Selangor, Selangor",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,31808,"RT @viciou_: Whats the real problem is , when you keep your bright smile to hide your sorrow . And anxiety hitting on you . Panic disorder…",,,,0.02714640274643898,,0.06668082624673843,liyana340,,
67,58.27516317367554,Prescriptive,,,Tue Mar 26 14:43:37 +0000 2019,0.07279601693153381,0.06050962209701538,fuck em,0,0.07513342052698135,,,0.043166305869817734,0,886,899,,,,,1110552892702900224,1110552892702900224,,,,2,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,537,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,TyceOnFleek,,
68,74.04059767723083,Prescriptive,,,Tue Mar 26 14:43:37 +0000 2019,0.07279601693153381,0.06050962209701538,"Environmental Consultant,
Event manager/planner,
Hype man",0,0.07513342052698135,,,0.043166305869817734,0,324,1661,,,,,1110552895177543680,1110552895177543680,,,,0,"Federal Capital Territory, Nig",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1763,"RT @is_salsu: Pursue a lifestyle where the by-product of that lifestyle is happiness.

So happiness comes as a by-product.

If you spend ti…",,,,0.02714640274643898,,0.06668082624673843,happinessxavi1,,
69,67.54657626152039,Prescriptive,,,Tue Mar 26 14:43:37 +0000 2019,0.07279601693153381,0.06050962209701538,UH | 🇬🇳 🕋,0,0.07513342052698135,,,0.043166305869817734,0,270,119,,,,,1110552895181807616,1110552895181807616,,,,0,NYC | Houston ,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,11796,"RT @rampageys: Y'all fall in love with potential, that's why so many heart are broken now, thinking somebody could be what they won't be an…",,,,0.02714640274643898,,0.06668082624673843,kaba_djene3,,
70,54.8428475856781,Prescriptive,,,Tue Mar 26 14:43:38 +0000 2019,0.07279601693153381,0.06050962209701538,@chloeebabyy3 ❤️,0,0.07513342052698135,,,0.043166305869817734,0,669,1497,,,,,1110552896318271488,1110552896318271488,,,,2,"Corona, CA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,18397,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,mannyloya_,,
71,54.80250120162964,Prescriptive,,,Tue Mar 26 14:43:38 +0000 2019,0.07279601693153381,0.06050962209701538,🤙🏼,0,0.07513342052698135,,,0.043166305869817734,0,14,369,,,,,1110552898407186432,1110552898407186432,,,,0, England 📍,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1125,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,Donna63341687,,
72,45.20777761936188,Prescriptive,,,Tue Mar 26 14:43:38 +0000 2019,0.07279601693153381,0.06050962209701538,i would die for robert sheehan's curls,0,0.07513342052698135,,,0.043166305869817734,0,798,995,,,,,1110552898667200512,1110552898667200512,,,,22,nathan young is the loml,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,80585,i'm sad and confused but i love him so much,,,,0.02714640274643898,,0.06668082624673843,nesscorpious,,
73,57.565152645111084,Prescriptive,,,Tue Mar 26 14:43:38 +0000 2019,0.07279601693153381,0.06050962209701538,"all she wanna do is get high and listen to PARTY.
🦉 #blm",0,0.07513342052698135,,,0.043166305869817734,0,2389,1010,,,,,1110552898671443968,1110552898671443968,,,,77,UK,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,160763,RT @briaslnterlude: Imagine being married and your husband tells millions of people he still loves and will always love his ex girlfriend.…,,,,0.02714640274643898,,0.06668082624673843,uktiing,,
